orig.ident	nReads	nGene	celltype
TASSeq.deep-2_129907	TASSeq.deep-2	107758	5193	FB_alveolar
TASSeq.deep-2_129990	TASSeq.deep-2	107720	3517	FB_alveolar
TASSeq.deep-2_129997	TASSeq.deep-2	145831	5509	Tcell_CD8T
TASSeq.deep-2_130054	TASSeq.deep-2	79033	3592	Bcell
TASSeq.deep-2_130197	TASSeq.deep-2	91159	3277	FB_alveolar
TASSeq.deep-2_130230	TASSeq.deep-2	72624	3685	Endo_capillary
TASSeq.deep-2_130382	TASSeq.deep-2	327032	7159	Epi_AT2
TASSeq.deep-2_130609	TASSeq.deep-2	15924	1611	FB_alveolar
TASSeq.deep-2_131314	TASSeq.deep-2	100592	3652	Tcell_CD4T
TASSeq.deep-2_131323	TASSeq.deep-2	102303	3537	Endo_venous
TASSeq.deep-2_131555	TASSeq.deep-2	55825	2986	FB_alveolar
TASSeq.deep-2_131676	TASSeq.deep-2	102886	4266	Bcell
TASSeq.deep-2_131717	TASSeq.deep-2	81815	4144	SMC
TASSeq.deep-2_131812	TASSeq.deep-2	130606	5301	Bcell
TASSeq.deep-2_132232	TASSeq.deep-2	45497	3591	Bcell
TASSeq.deep-2_132257	TASSeq.deep-2	123307	4498	Tcell_CD4T
TASSeq.deep-2_132351	TASSeq.deep-2	51421	2309	Endo_capillary
TASSeq.deep-2_132396	TASSeq.deep-2	279474	7334	FB_alveolar
TASSeq.deep-2_132544	TASSeq.deep-2	94476	3802	Tcell_CD4T
TASSeq.deep-2_132854	TASSeq.deep-2	119815	4731	Tcell_CD4T
TASSeq.deep-2_132864	TASSeq.deep-2	129069	4069	FB_alveolar
TASSeq.deep-2_133115	TASSeq.deep-2	83356	3727	NK
TASSeq.deep-2_133121	TASSeq.deep-2	162877	5231	ILC2
TASSeq.deep-2_133237	TASSeq.deep-2	88473	4067	Bcell
TASSeq.deep-2_133252	TASSeq.deep-2	306958	7365	Epi_AT2
TASSeq.deep-2_133292	TASSeq.deep-2	446677	8167	Epi_AT2
TASSeq.deep-2_133409	TASSeq.deep-2	92044	4058	Bcell
TASSeq.deep-2_133928	TASSeq.deep-2	85537	3382	FB_alveolar
TASSeq.deep-2_134379	TASSeq.deep-2	68604	3500	Tcell_CD4T
TASSeq.deep-2_134415	TASSeq.deep-2	86574	3317	Endo_capillary
TASSeq.deep-2_134427	TASSeq.deep-2	163664	4960	FB_alveolar
TASSeq.deep-2_134587	TASSeq.deep-2	17523	2622	Endo_capillary
TASSeq.deep-2_134750	TASSeq.deep-2	130778	4787	Bcell
TASSeq.deep-2_134860	TASSeq.deep-2	320870	7002	Epi_AT2
TASSeq.deep-2_134892	TASSeq.deep-2	83346	3940	Bcell
TASSeq.deep-2_134905	TASSeq.deep-2	108621	3586	Endo_capillary
TASSeq.deep-2_135055	TASSeq.deep-2	47216	2248	Endo_capillary
TASSeq.deep-2_135057	TASSeq.deep-2	57102	3564	Bcell
TASSeq.deep-2_135122	TASSeq.deep-2	147698	4937	FB_alveolar
TASSeq.deep-2_135312	TASSeq.deep-2	166337	5343	FB_alveolar
TASSeq.deep-2_135593	TASSeq.deep-2	249518	6690	FB_alveolar
TASSeq.deep-2_135814	TASSeq.deep-2	54219	3647	Endo_capillary
TASSeq.deep-2_135936	TASSeq.deep-2	124476	3965	FB_alveolar
TASSeq.deep-2_135956	TASSeq.deep-2	154943	5221	Mo_Ly6Clo
TASSeq.deep-2_136008	TASSeq.deep-2	20448	903	Epi_AT2
TASSeq.deep-2_136015	TASSeq.deep-2	310108	6664	Epi_AT2
TASSeq.deep-2_136020	TASSeq.deep-2	89774	3631	Endo_capillary
TASSeq.deep-2_136238	TASSeq.deep-2	305924	7173	doublet
TASSeq.deep-2_136286	TASSeq.deep-2	61150	2932	Bcell
TASSeq.deep-2_136292	TASSeq.deep-2	112955	4070	Endo_capillary
TASSeq.deep-2_136510	TASSeq.deep-2	1255230	13381	Epi_clara
TASSeq.deep-2_136511	TASSeq.deep-2	81212	4115	Endo_aerocyte
TASSeq.deep-2_136667	TASSeq.deep-2	96177	4342	FB_alveolar
TASSeq.deep-2_136668	TASSeq.deep-2	152855	5158	Mo_Ly6Clo
TASSeq.deep-2_136705	TASSeq.deep-2	92272	4363	FB_alveolar
TASSeq.deep-2_136765	TASSeq.deep-2	92172	3932	Tcell_CD4T
TASSeq.deep-2_136971	TASSeq.deep-2	48839	2286	Endo_capillary
TASSeq.deep-2_137124	TASSeq.deep-2	40734	1569	FB_alveolar
TASSeq.deep-2_137206	TASSeq.deep-2	59356	3861	Endo_capillary
TASSeq.deep-2_137539	TASSeq.deep-2	41161	1891	Endo_capillary
TASSeq.deep-2_137566	TASSeq.deep-2	629333	9865	Epi_AT2
TASSeq.deep-2_137712	TASSeq.deep-2	91992	3681	Tcell_CD4T
TASSeq.deep-2_137790	TASSeq.deep-2	60985	3664	NK
TASSeq.deep-2_137863	TASSeq.deep-2	72477	3572	Bcell
TASSeq.deep-2_137910	TASSeq.deep-2	78421	3641	Bcell
TASSeq.deep-2_138350	TASSeq.deep-2	135495	5279	Tcell_CD8T
TASSeq.deep-2_139026	TASSeq.deep-2	75032	3730	Bcell
TASSeq.deep-2_139218	TASSeq.deep-2	22064	1295	Mac_AM
TASSeq.deep-2_139223	TASSeq.deep-2	86379	3812	Bcell
TASSeq.deep-2_139531	TASSeq.deep-2	99562	4275	Bcell
TASSeq.deep-2_139597	TASSeq.deep-2	22187	1390	FB_alveolar
TASSeq.deep-2_139605	TASSeq.deep-2	112666	4040	Endo_capillary
TASSeq.deep-2_139800	TASSeq.deep-2	71550	3322	Bcell
TASSeq.deep-2_139979	TASSeq.deep-2	127652	4937	Endo_capillary
TASSeq.deep-2_140100	TASSeq.deep-2	162355	5775	Tcell_CD8T
TASSeq.deep-2_140190	TASSeq.deep-2	109325	4524	NK
TASSeq.deep-2_140236	TASSeq.deep-2	75564	3308	Bcell
TASSeq.deep-2_140327	TASSeq.deep-2	98469	4072	Bcell
TASSeq.deep-2_140370	TASSeq.deep-2	34232	1477	Endo_capillary
TASSeq.deep-2_140442	TASSeq.deep-2	195852	5997	doublet
TASSeq.deep-2_140635	TASSeq.deep-2	322099	7908	Epi_AT1
TASSeq.deep-2_141209	TASSeq.deep-2	59314	2509	Endo_capillary
TASSeq.deep-2_141365	TASSeq.deep-2	82989	4010	Tcell_CD4T
TASSeq.deep-2_141463	TASSeq.deep-2	123186	4008	FB_alveolar
TASSeq.deep-2_141592	TASSeq.deep-2	99846	3640	Endo_LEC
TASSeq.deep-2_141644	TASSeq.deep-2	36128	1469	SMC
TASSeq.deep-2_142796	TASSeq.deep-2	79093	3552	Endo_capillary
TASSeq.deep-2_142916	TASSeq.deep-2	39693	1711	Endo_capillary
TASSeq.deep-2_143157	TASSeq.deep-2	318163	7911	doublet
TASSeq.deep-2_143673	TASSeq.deep-2	96374	5478	Epi_AT2
TASSeq.deep-2_143726	TASSeq.deep-2	81590	3513	Endo_capillary
TASSeq.deep-2_143865	TASSeq.deep-2	44375	3042	FB_alveolar
TASSeq.deep-2_143993	TASSeq.deep-2	82015	3663	Bcell
TASSeq.deep-2_144037	TASSeq.deep-2	77305	3991	Bcell
TASSeq.deep-2_144120	TASSeq.deep-2	142535	5982	Bcell
TASSeq.deep-2_144169	TASSeq.deep-2	326790	7592	doublet
TASSeq.deep-2_144822	TASSeq.deep-2	56267	3078	Endo_capillary
TASSeq.deep-2_144961	TASSeq.deep-2	21832	1066	FB_alveolar
TASSeq.deep-2_145073	TASSeq.deep-2	74726	3442	Endo_capillary
TASSeq.deep-2_145164	TASSeq.deep-2	538605	9939	Mac_AM
TASSeq.deep-2_145176	TASSeq.deep-2	116095	4749	FB_alveolar
TASSeq.deep-2_145283	TASSeq.deep-2	25057	1159	FB_alveolar
TASSeq.deep-2_145303	TASSeq.deep-2	126022	4823	Bcell
TASSeq.deep-2_145357	TASSeq.deep-2	15795	1727	misc
TASSeq.deep-2_145382	TASSeq.deep-2	35498	1500	Endo_capillary
TASSeq.deep-2_145506	TASSeq.deep-2	106197	3879	Endo_capillary
TASSeq.deep-2_145524	TASSeq.deep-2	106650	4049	Pericyte
TASSeq.deep-2_145640	TASSeq.deep-2	413685	8372	Mac_AM
TASSeq.deep-2_145665	TASSeq.deep-2	121210	5209	NK
TASSeq.deep-2_145878	TASSeq.deep-2	61943	2616	Endo_capillary
TASSeq.deep-2_145885	TASSeq.deep-2	213592	5982	FB_alveolar
TASSeq.deep-2_145986	TASSeq.deep-2	326361	7686	doublet
TASSeq.deep-2_146084	TASSeq.deep-2	323269	7225	Epi_AT2
TASSeq.deep-2_146224	TASSeq.deep-2	129518	4826	Tcell_CD8T
TASSeq.deep-2_146320	TASSeq.deep-2	119070	4042	Endo_capillary
TASSeq.deep-2_146428	TASSeq.deep-2	107784	4108	FB_adventitial
TASSeq.deep-2_146550	TASSeq.deep-2	89704	4208	Bcell
TASSeq.deep-2_146663	TASSeq.deep-2	82251	3547	Endo_venous
TASSeq.deep-2_146702	TASSeq.deep-2	131739	4231	FB_alveolar
TASSeq.deep-2_146988	TASSeq.deep-2	18058	1019	Endo_capillary
TASSeq.deep-2_147001	TASSeq.deep-2	185703	6008	Mo_Ly6Chi
TASSeq.deep-2_147323	TASSeq.deep-2	27362	1396	FB_alveolar
TASSeq.deep-2_147348	TASSeq.deep-2	14978	1230	Bcell
TASSeq.deep-2_147353	TASSeq.deep-2	21143	997	Endo_capillary
TASSeq.deep-2_147506	TASSeq.deep-2	63987	4059	Bcell
TASSeq.deep-2_147641	TASSeq.deep-2	144643	4827	Pericyte
TASSeq.deep-2_147701	TASSeq.deep-2	81665	3672	Bcell
TASSeq.deep-2_147861	TASSeq.deep-2	201635	6466	Bcell
TASSeq.deep-2_147905	TASSeq.deep-2	103922	4516	NK
TASSeq.deep-2_148016	TASSeq.deep-2	134748	4334	FB_alveolar
TASSeq.deep-2_148025	TASSeq.deep-2	65531	2986	Endo_capillary
TASSeq.deep-2_148041	TASSeq.deep-2	224252	5930	Mo_Ly6Clo
TASSeq.deep-2_148057	TASSeq.deep-2	293527	6876	Epi_AT2
TASSeq.deep-2_148255	TASSeq.deep-2	144382	5933	Tcell_CD8T
TASSeq.deep-2_148333	TASSeq.deep-2	194496	5886	Endo_venous
TASSeq.deep-2_148339	TASSeq.deep-2	74610	2875	Endo_capillary
TASSeq.deep-2_148351	TASSeq.deep-2	73038	3750	Bcell
TASSeq.deep-2_148357	TASSeq.deep-2	122688	4445	Endo_venous
TASSeq.deep-2_148886	TASSeq.deep-2	76927	3619	Bcell
TASSeq.deep-2_148967	TASSeq.deep-2	807699	11219	Mac_AM
TASSeq.deep-2_148976	TASSeq.deep-2	280711	7961	Epi_ciliated
TASSeq.deep-2_149009	TASSeq.deep-2	96769	4544	Bcell
TASSeq.deep-2_149254	TASSeq.deep-2	121286	4347	Endo_venous
TASSeq.deep-2_149851	TASSeq.deep-2	85062	3586	Pericyte
TASSeq.deep-2_150162	TASSeq.deep-2	61165	2550	Endo_capillary
TASSeq.deep-2_150192	TASSeq.deep-2	81249	3589	Tcell_CD4T
TASSeq.deep-2_150196	TASSeq.deep-2	146113	4653	FB_alveolar
TASSeq.deep-2_150304	TASSeq.deep-2	58657	2652	Endo_capillary
TASSeq.deep-2_150366	TASSeq.deep-2	425472	8239	Epi_AT2
TASSeq.deep-2_150546	TASSeq.deep-2	30345	1939	Endo_capillary
TASSeq.deep-2_150661	TASSeq.deep-2	519393	8914	Epi_AT2
TASSeq.deep-2_150772	TASSeq.deep-2	370008	7159	Epi_AT2
TASSeq.deep-2_150987	TASSeq.deep-2	33843	1470	Endo_arterial
TASSeq.deep-2_151439	TASSeq.deep-2	65100	3918	Endo_capillary
TASSeq.deep-2_151445	TASSeq.deep-2	26757	1134	Epi_AT2
TASSeq.deep-2_151446	TASSeq.deep-2	66227	3542	Bcell
TASSeq.deep-2_151500	TASSeq.deep-2	224499	5917	SMC
TASSeq.deep-2_151694	TASSeq.deep-2	57887	3310	Endo_aerocyte
TASSeq.deep-2_151746	TASSeq.deep-2	58969	4229	Endo_capillary
TASSeq.deep-2_151864	TASSeq.deep-2	216785	5872	DC_cDC1
TASSeq.deep-2_151982	TASSeq.deep-2	81362	3466	Endo_capillary
TASSeq.deep-2_152083	TASSeq.deep-2	110079	4113	Pericyte
TASSeq.deep-2_152201	TASSeq.deep-2	99149	4277	Tcell_CD8T
TASSeq.deep-2_152241	TASSeq.deep-2	22023	1319	Epi_AT1
TASSeq.deep-2_152248	TASSeq.deep-2	374515	8640	Epi_AT1
TASSeq.deep-2_152263	TASSeq.deep-2	129889	4725	Tcell_CD4T
TASSeq.deep-2_152272	TASSeq.deep-2	61594	2887	ILC2
TASSeq.deep-2_152310	TASSeq.deep-2	420674	7561	Epi_AT2
TASSeq.deep-2_152357	TASSeq.deep-2	89988	3845	Endo_capillary
TASSeq.deep-2_152634	TASSeq.deep-2	16770	855	FB_alveolar
TASSeq.deep-2_152786	TASSeq.deep-2	347515	7676	Mo_Ly6Chi
TASSeq.deep-2_152985	TASSeq.deep-2	172601	5190	Endo_arterial
TASSeq.deep-2_153174	TASSeq.deep-2	668211	12410	Epi_ciliated
TASSeq.deep-2_153396	TASSeq.deep-2	13952	927	Epi_AT2
TASSeq.deep-2_153410	TASSeq.deep-2	212935	5747	FB_alveolar
TASSeq.deep-2_153461	TASSeq.deep-2	48863	3226	FB_alveolar
TASSeq.deep-2_153823	TASSeq.deep-2	171370	5430	Tcell_CD8T
TASSeq.deep-2_154026	TASSeq.deep-2	38800	1643	Endo_capillary
TASSeq.deep-2_154162	TASSeq.deep-2	239774	6351	Mo_Ly6Chi
TASSeq.deep-2_154246	TASSeq.deep-2	237669	7243	Endo_aerocyte
TASSeq.deep-2_154348	TASSeq.deep-2	269536	6770	Epi_AT1
TASSeq.deep-2_154350	TASSeq.deep-2	237266	6954	Bcell
TASSeq.deep-2_154607	TASSeq.deep-2	298160	7446	doublet
TASSeq.deep-2_154849	TASSeq.deep-2	177973	5508	Endo_aerocyte
TASSeq.deep-2_155270	TASSeq.deep-2	184409	5545	Mo_Ly6Chi
TASSeq.deep-2_155301	TASSeq.deep-2	128066	4950	Bcell
TASSeq.deep-2_155363	TASSeq.deep-2	36093	2402	Pericyte
TASSeq.deep-2_155447	TASSeq.deep-2	29807	1739	Bcell
TASSeq.deep-2_155494	TASSeq.deep-2	76742	4133	Bcell
TASSeq.deep-2_155632	TASSeq.deep-2	403195	7845	Mac_AM
TASSeq.deep-2_155748	TASSeq.deep-2	361905	7241	FB_alveolar
TASSeq.deep-2_155899	TASSeq.deep-2	79434	3976	Bcell
TASSeq.deep-2_156003	TASSeq.deep-2	22027	1791	Bcell
TASSeq.deep-2_156023	TASSeq.deep-2	94603	4516	NK
TASSeq.deep-2_156059	TASSeq.deep-2	102866	3716	Endo_capillary
TASSeq.deep-2_156610	TASSeq.deep-2	330198	7795	Endo_LEC
TASSeq.deep-2_156880	TASSeq.deep-2	125114	4371	Endo_aerocyte
TASSeq.deep-2_157030	TASSeq.deep-2	95915	4128	FB_alveolar
TASSeq.deep-2_157108	TASSeq.deep-2	74681	3040	Endo_capillary
TASSeq.deep-2_157603	TASSeq.deep-2	107166	4421	Endo_aerocyte
TASSeq.deep-2_157668	TASSeq.deep-2	120518	4847	Tcell_CD4T
TASSeq.deep-2_157856	TASSeq.deep-2	87756	4291	Bcell
TASSeq.deep-2_157961	TASSeq.deep-2	157544	5221	Endo_aerocyte
TASSeq.deep-2_158139	TASSeq.deep-2	44529	1869	FB_alveolar
TASSeq.deep-2_158292	TASSeq.deep-2	35501	2582	Endo_capillary
TASSeq.deep-2_158655	TASSeq.deep-2	146165	4451	FB_alveolar
TASSeq.deep-2_158711	TASSeq.deep-2	186846	5617	doublet
TASSeq.deep-2_158812	TASSeq.deep-2	77368	3571	Bcell
TASSeq.deep-2_158898	TASSeq.deep-2	99198	4103	NK
TASSeq.deep-2_159053	TASSeq.deep-2	111023	4348	Endo_capillary
TASSeq.deep-2_159118	TASSeq.deep-2	71557	3023	Endo_aerocyte
TASSeq.deep-2_159131	TASSeq.deep-2	150645	5607	Tcell_CD8T
TASSeq.deep-2_159288	TASSeq.deep-2	293150	7774	Endo_capillary
TASSeq.deep-2_159344	TASSeq.deep-2	166312	5113	Endo_aerocyte
TASSeq.deep-2_159472	TASSeq.deep-2	172333	5205	Mo_Ly6Chi
TASSeq.deep-2_159828	TASSeq.deep-2	117589	5201	FB_alveolar
TASSeq.deep-2_160116	TASSeq.deep-2	146764	5216	Endo_capillary
TASSeq.deep-2_160125	TASSeq.deep-2	56787	2417	Endo_capillary
TASSeq.deep-2_160147	TASSeq.deep-2	119417	4354	Endo_aerocyte
TASSeq.deep-2_160272	TASSeq.deep-2	95629	4083	Mo_Ly6Clo
TASSeq.deep-2_160443	TASSeq.deep-2	106994	4519	Bcell
TASSeq.deep-2_160598	TASSeq.deep-2	33388	1801	Pericyte
TASSeq.deep-2_160666	TASSeq.deep-2	121014	4296	Endo_venous
TASSeq.deep-2_160682	TASSeq.deep-2	64630	3481	Mac_AM
TASSeq.deep-2_160741	TASSeq.deep-2	133506	4458	FB_alveolar
TASSeq.deep-2_160794	TASSeq.deep-2	83733	3098	Endo_capillary
TASSeq.deep-2_160817	TASSeq.deep-2	16342	2217	misc
TASSeq.deep-2_161104	TASSeq.deep-2	270187	5970	Epi_AT2
TASSeq.deep-2_161221	TASSeq.deep-2	118335	4320	Endo_aerocyte
TASSeq.deep-2_161233	TASSeq.deep-2	354880	7847	FB_alveolar
TASSeq.deep-2_161267	TASSeq.deep-2	128787	5238	Tcell_CD8T
TASSeq.deep-2_161327	TASSeq.deep-2	53588	2432	Endo_capillary
TASSeq.deep-2_161524	TASSeq.deep-2	21674	1697	Endo_capillary
TASSeq.deep-2_161530	TASSeq.deep-2	377620	8556	Endo_venous
TASSeq.deep-2_161706	TASSeq.deep-2	23881	1319	FB_alveolar
TASSeq.deep-2_161800	TASSeq.deep-2	499351	8666	Epi_AT2
TASSeq.deep-2_161971	TASSeq.deep-2	322208	8086	FB_alveolar
TASSeq.deep-2_162380	TASSeq.deep-2	202001	5238	FB_alveolar
TASSeq.deep-2_162447	TASSeq.deep-2	186591	6591	Epi_clara
TASSeq.deep-2_162559	TASSeq.deep-2	132791	4425	FB_alveolar
TASSeq.deep-2_162595	TASSeq.deep-2	362711	7862	FB_adventitial
TASSeq.deep-2_162882	TASSeq.deep-2	117643	4993	Tcell_CD4T
TASSeq.deep-2_162907	TASSeq.deep-2	58252	2426	Endo_capillary
TASSeq.deep-2_163003	TASSeq.deep-2	92166	3389	Endo_aerocyte
TASSeq.deep-2_163098	TASSeq.deep-2	76472	3164	Endo_venous
TASSeq.deep-2_163134	TASSeq.deep-2	104091	4268	Tcell_Treg
TASSeq.deep-2_163269	TASSeq.deep-2	102330	4404	FB_alveolar
TASSeq.deep-2_163391	TASSeq.deep-2	80610	3459	Endo_capillary
TASSeq.deep-2_163454	TASSeq.deep-2	131330	4625	Endo_aerocyte
TASSeq.deep-2_163969	TASSeq.deep-2	116892	4845	Mo_Ly6Clo
TASSeq.deep-2_164056	TASSeq.deep-2	407742	8277	Mac_AM
TASSeq.deep-2_164337	TASSeq.deep-2	115225	3980	Tcell_CD4T
TASSeq.deep-2_164742	TASSeq.deep-2	194341	5574	Mo_Ly6Chi
TASSeq.deep-2_164953	TASSeq.deep-2	136322	4534	FB_alveolar
TASSeq.deep-2_165459	TASSeq.deep-2	32807	1572	Endo_capillary
TASSeq.deep-2_165642	TASSeq.deep-2	166321	6444	FB_adventitial
TASSeq.deep-2_165733	TASSeq.deep-2	112158	5523	NK
TASSeq.deep-2_165816	TASSeq.deep-2	109236	4224	NK
TASSeq.deep-2_165959	TASSeq.deep-2	137051	4676	Endo_capillary
TASSeq.deep-2_166071	TASSeq.deep-2	91141	3438	Endo_capillary
TASSeq.deep-2_166724	TASSeq.deep-2	97683	4228	Tcell_CD8T
TASSeq.deep-2_166728	TASSeq.deep-2	477366	8552	Mac_AM
TASSeq.deep-2_166963	TASSeq.deep-2	593119	9186	Mac_AM
TASSeq.deep-2_167022	TASSeq.deep-2	162039	5680	Epi_AT1
TASSeq.deep-2_167299	TASSeq.deep-2	99997	3818	Endo_capillary
TASSeq.deep-2_167337	TASSeq.deep-2	290138	6525	FB_alveolar
TASSeq.deep-2_167842	TASSeq.deep-2	113124	4706	Endo_capillary
TASSeq.deep-2_167960	TASSeq.deep-2	111820	4192	Bcell
TASSeq.deep-2_168318	TASSeq.deep-2	151237	4522	FB_alveolar
TASSeq.deep-2_168412	TASSeq.deep-2	106127	4401	Bcell
TASSeq.deep-2_168729	TASSeq.deep-2	53102	2883	FB_alveolar
TASSeq.deep-2_168882	TASSeq.deep-2	61270	2567	Mesothelial
TASSeq.deep-2_169321	TASSeq.deep-2	94574	3726	FB_alveolar
TASSeq.deep-2_169735	TASSeq.deep-2	121251	5213	Endo_aerocyte
TASSeq.deep-2_169874	TASSeq.deep-2	157007	4924	Endo_capillary
TASSeq.deep-2_169967	TASSeq.deep-2	128373	4312	Endo_capillary
TASSeq.deep-2_170248	TASSeq.deep-2	194727	5319	FB_alveolar
TASSeq.deep-2_170469	TASSeq.deep-2	88990	3285	Epi_AT1
TASSeq.deep-2_170510	TASSeq.deep-2	37025	2088	Endo_capillary
TASSeq.deep-2_170568	TASSeq.deep-2	19067	1046	Mac_AM
TASSeq.deep-2_170569	TASSeq.deep-2	26045	2702	misc
TASSeq.deep-2_170575	TASSeq.deep-2	500829	8522	Mac_AM
TASSeq.deep-2_170725	TASSeq.deep-2	16802	2518	Endo_capillary
TASSeq.deep-2_171018	TASSeq.deep-2	16540	1664	Endo_capillary
TASSeq.deep-2_171108	TASSeq.deep-2	130513	4575	Tcell_CD8T
TASSeq.deep-2_171477	TASSeq.deep-2	149086	5447	Pericyte
TASSeq.deep-2_171498	TASSeq.deep-2	91450	4445	Tcell_CD8T
TASSeq.deep-2_171542	TASSeq.deep-2	371012	7557	FB_alveolar
TASSeq.deep-2_171847	TASSeq.deep-2	65171	3038	Endo_capillary
TASSeq.deep-2_171888	TASSeq.deep-2	179765	5583	doublet
TASSeq.deep-2_172010	TASSeq.deep-2	85797	3336	Endo_capillary
TASSeq.deep-2_172206	TASSeq.deep-2	224309	6379	Epi_ciliated
TASSeq.deep-2_172253	TASSeq.deep-2	219254	5902	Mo_Ly6Chi
TASSeq.deep-2_172294	TASSeq.deep-2	48804	2811	FB_alveolar
TASSeq.deep-2_172384	TASSeq.deep-2	106186	3645	Endo_capillary
TASSeq.deep-2_172506	TASSeq.deep-2	26351	2740	Endo_capillary
TASSeq.deep-2_172551	TASSeq.deep-2	273503	7696	DC_pDC
TASSeq.deep-2_172688	TASSeq.deep-2	100189	3961	Pericyte
TASSeq.deep-2_172691	TASSeq.deep-2	113802	5144	FB_alveolar
TASSeq.deep-2_172828	TASSeq.deep-2	352107	7728	Mo_Ly6Chi
TASSeq.deep-2_172945	TASSeq.deep-2	96737	3857	Pericyte
TASSeq.deep-2_173025	TASSeq.deep-2	407314	8966	Mo_Ly6Chi
TASSeq.deep-2_173255	TASSeq.deep-2	162869	4768	Mo_Ly6Chi
TASSeq.deep-2_173276	TASSeq.deep-2	100158	4281	FB_alveolar
TASSeq.deep-2_173334	TASSeq.deep-2	215453	5993	Epi_AT2
TASSeq.deep-2_173536	TASSeq.deep-2	306382	7575	Mac_AM
TASSeq.deep-2_173600	TASSeq.deep-2	530109	9539	Pericyte
TASSeq.deep-2_173750	TASSeq.deep-2	69228	3416	Bcell
TASSeq.deep-2_174212	TASSeq.deep-2	198188	5506	FB_alveolar
TASSeq.deep-2_174448	TASSeq.deep-2	117217	4678	Endo_aerocyte
TASSeq.deep-2_174869	TASSeq.deep-2	63163	2547	Endo_capillary
TASSeq.deep-2_175399	TASSeq.deep-2	148199	4650	FB_alveolar
TASSeq.deep-2_175993	TASSeq.deep-2	124798	5314	FB_alveolar
TASSeq.deep-2_176390	TASSeq.deep-2	99016	4677	Endo_capillary
TASSeq.deep-2_176763	TASSeq.deep-2	24940	1110	SMC
TASSeq.deep-2_176990	TASSeq.deep-2	75685	3278	FB_alveolar
TASSeq.deep-2_177146	TASSeq.deep-2	134112	4799	Mo_Ly6Clo
TASSeq.deep-2_177162	TASSeq.deep-2	70313	3691	Bcell
TASSeq.deep-2_177202	TASSeq.deep-2	267854	6633	DC_cDC1
TASSeq.deep-2_177517	TASSeq.deep-2	183778	5424	FB_alveolar
TASSeq.deep-2_177752	TASSeq.deep-2	92564	4220	Bcell
TASSeq.deep-2_177875	TASSeq.deep-2	96560	4451	FB_alveolar
TASSeq.deep-2_177880	TASSeq.deep-2	47773	1972	Endo_capillary
TASSeq.deep-2_177931	TASSeq.deep-2	81988	3170	Endo_capillary
TASSeq.deep-2_177973	TASSeq.deep-2	487104	8079	Epi_AT2
TASSeq.deep-2_178007	TASSeq.deep-2	417772	9186	Epi_ciliated
TASSeq.deep-2_178061	TASSeq.deep-2	49212	2848	DC_cDC1
TASSeq.deep-2_178120	TASSeq.deep-2	20164	1131	FB_alveolar
TASSeq.deep-2_178246	TASSeq.deep-2	141276	4682	FB_alveolar
TASSeq.deep-2_178259	TASSeq.deep-2	135242	4937	Tcell_CD8T
TASSeq.deep-2_178501	TASSeq.deep-2	29767	1266	Endo_capillary
TASSeq.deep-2_178769	TASSeq.deep-2	24760	1784	NK
TASSeq.deep-2_178850	TASSeq.deep-2	17271	2861	FB_alveolar
TASSeq.deep-2_178881	TASSeq.deep-2	341229	7220	FB_alveolar
TASSeq.deep-2_179382	TASSeq.deep-2	535225	8538	Epi_AT2
TASSeq.deep-2_179664	TASSeq.deep-2	133179	4222	Epi_AT2
TASSeq.deep-2_179698	TASSeq.deep-2	97657	3698	Endo_capillary
TASSeq.deep-2_179756	TASSeq.deep-2	73169	3031	FB_alveolar
TASSeq.deep-2_179876	TASSeq.deep-2	351396	7774	doublet
TASSeq.deep-2_179937	TASSeq.deep-2	152903	5238	Mo_Ly6Clo
TASSeq.deep-2_180158	TASSeq.deep-2	83300	3178	FB_alveolar
TASSeq.deep-2_180258	TASSeq.deep-2	37523	1723	Endo_arterial
TASSeq.deep-2_180298	TASSeq.deep-2	240901	6329	FB_alveolar
TASSeq.deep-2_180454	TASSeq.deep-2	39019	1878	Endo_aerocyte
TASSeq.deep-2_180490	TASSeq.deep-2	77033	3076	Endo_capillary
TASSeq.deep-2_180576	TASSeq.deep-2	89949	5132	Mac_AM
TASSeq.deep-2_180852	TASSeq.deep-2	96844	4817	Bcell
TASSeq.deep-2_180980	TASSeq.deep-2	75262	3415	Bcell
TASSeq.deep-2_181103	TASSeq.deep-2	311233	6848	Epi_AT2
TASSeq.deep-2_181105	TASSeq.deep-2	118382	3826	Endo_aerocyte
TASSeq.deep-2_181127	TASSeq.deep-2	418922	8675	SMC
TASSeq.deep-2_181732	TASSeq.deep-2	38495	2838	Endo_capillary
TASSeq.deep-2_181860	TASSeq.deep-2	668179	9240	Mac_AM
TASSeq.deep-2_181959	TASSeq.deep-2	143109	4960	Endo_capillary
TASSeq.deep-2_182044	TASSeq.deep-2	448603	7877	Epi_AT2
TASSeq.deep-2_182110	TASSeq.deep-2	316092	7908	Tcell_CD8T
TASSeq.deep-2_182200	TASSeq.deep-2	76795	3732	Bcell
TASSeq.deep-2_182204	TASSeq.deep-2	101131	3877	Endo_capillary
TASSeq.deep-2_182301	TASSeq.deep-2	72011	3352	Bcell
TASSeq.deep-2_182396	TASSeq.deep-2	358283	8191	Epi_ciliated
TASSeq.deep-2_182495	TASSeq.deep-2	129797	6130	FB_alveolar
TASSeq.deep-2_182665	TASSeq.deep-2	78543	3787	Endo_capillary
